nm_ema;fc_obsrvcion;tmp_mxma;tmp_mnma;hmd_rel_mdia;rdcion_slar
Bugalagrande;2013-04-02;28.9;20.4;83.0;270.0
La Paila;2013-04-02;28.8;20.2;79.0;258.0
Bugalagrande;2013-04-03;31.7;19.1;78.0;405.0
La Paila;2013-04-03;32.2;18.9;71.0;445.0
Bugalagrande;2013-04-04;30.5;20.1;81.0;275.0
La Paila;2013-04-04;30.8;20.7;74.0;293.0
Bugalagrande;2013-04-05;30.8;19.1;76.0;303.0
La Paila;2013-04-05;31.9;19.6;71.0;374.0
Bugalagrande;2013-04-06;33.0;19.4;75.0;358.0
La Paila;2013-04-06;33.4;20.2;70.0;443.0
Bugalagrande;2013-04-07;32.9;20.0;78.0;331.0
La Paila;2013-04-07;32.9;20.6;74.0;467.0
Bugalagrande;2013-04-08;31.1;19.3;77.0;271.0
La Paila;2013-04-08;30.5;20.4;72.0;306.0
Bugalagrande;2013-04-09;32.3;19.6;74.0;358.0
La Paila;2013-04-09;33.2;20.0;67.0;451.0
Bugalagrande;2013-04-10;31.5;19.7;74.0;298.0
La Paila;2013-04-10;32.1;20.3;71.0;367.0
Bugalagrande;2013-04-11;32.4;19.3;77.0;394.0
La Paila;2013-04-11;31.6;19.0;72.0;465.0
Bugalagrande;2013-04-12;32.8;19.4;77.0;322.0
La Paila;2013-04-12;32.6;19.2;72.0;407.0
Bugalagrande;2013-04-13;32.8;19.4;78.0;272.0
La Paila;2013-04-13;32.9;20.1;71.0;405.0
Bugalagrande;2013-04-14;31.6;20.4;78.0;263.0
La Paila;2013-04-14;30.9;20.3;72.0;294.0
Bugalagrande;2013-04-15;30.7;20.2;82.0;268.0
La Paila;2013-04-15;32.0;19.8;78.0;359.0
Bugalagrande;2013-04-16;32.2;19.3;78.0;370.0
La Paila;2013-04-16;32.9;18.4;72.0;483.0
Bugalagrande;2013-04-17;31.3;19.9;86.0;218.0
La Paila;2013-04-17;31.5;19.8;81.0;284.0
Bugalagrande;2013-04-18;29.8;19.3;81.0;269.0
La Paila;2013-04-18;29.5;20.0;77.0;340.0
Bugalagrande;2013-04-19;28.8;19.1;81.0;269.0
La Paila;2013-04-19;29.4;19.4;78.0;313.0
Bugalagrande;2013-04-20;28.3;19.3;84.0;253.0
La Paila;2013-04-20;28.9;19.5;83.0;337.0
Bugalagrande;2013-04-21;29.0;19.5;82.0;315.0
La Paila;2013-04-21;29.9;19.6;79.0;409.0
Bugalagrande;2013-04-22;29.9;19.5;80.0;328.0
La Paila;2013-04-22;30.0;19.2;76.0;393.0
Bugalagrande;2013-04-23;31.6;18.5;77.0;395.0
La Paila;2013-04-23;31.7;18.8;73.0;422.0
Bugalagrande;2013-04-24;33.6;19.2;77.0;456.0
La Paila;2013-04-24;32.3;19.4;71.0;429.0
Bugalagrande;2013-04-25;31.9;18.5;83.0;359.0
La Paila;2013-04-25;32.2;18.6;79.0;383.0
Bugalagrande;2013-04-26;30.3;19.6;84.0;334.0
La Paila;2013-04-26;30.7;19.3;85.0;379.0
Bugalagrande;2013-04-27;30.3;19.1;81.0;393.0
La Paila;2013-04-27;29.7;19.6;77.0;450.0
Bugalagrande;2013-04-28;30.0;18.5;80.0;474.0
La Paila;2013-04-28;30.6;18.7;77.0;472.0
Bugalagrande;2013-04-29;29.9;18.8;85.0;324.0
La Paila;2013-04-29;30.3;19.4;84.0;307.0
Bugalagrande;2013-04-30;30.1;19.9;79.0;399.0
La Paila;2013-04-30;29.7;19.6;78.0;439.0
Bugalagrande;2013-05-01;27.7;19.3;83.0;285.0
La Paila;2013-05-01;27.2;19.5;79.0;253.0
Bugalagrande;2013-05-02;30.0;19.1;83.0;400.0
La Paila;2013-05-02;29.7;19.2;81.0;385.0
Bugalagrande;2013-05-03;26.9;19.2;86.0;237.0
La Paila;2013-05-03;26.6;19.2;85.0;219.0
Bugalagrande;2013-05-04;31.1;17.3;79.0;420.0
La Paila;2013-05-04;31.3;17.9;76.0;414.0
Bugalagrande;2013-05-05;26.5;19.3;84.0;289.0
La Paila;2013-05-05;26.7;19.3;80.0;246.0
Bugalagrande;2013-05-06;30.2;19.9;77.0;401.0
La Paila;2013-05-06;30.6;19.8;74.0;428.0
Bugalagrande;2013-05-07;28.1;18.2;83.0;286.0
La Paila;2013-05-07;27.1;18.8;79.0;259.0
Bugalagrande;2013-05-08;31.0;17.9;75.0;438.0
La Paila;2013-05-08;30.5;18.6;74.0;415.0
Bugalagrande;2013-05-09;26.9;19.6;83.0;207.0
La Paila;2013-05-09;27.7;19.6;85.0;251.0
Bugalagrande;2013-05-10;31.0;19.9;80.0;432.0
La Paila;2013-05-10;30.4;20.0;79.0;436.0
Bugalagrande;2013-05-11;27.0;18.6;87.0;210.0
La Paila;2013-05-11;27.6;18.7;85.0;259.0
Bugalagrande;2013-05-12;31.0;17.7;77.0;411.0
La Paila;2013-05-12;31.0;18.0;77.0;396.0
Bugalagrande;2013-05-13;31.5;18.9;83.0;321.0
La Paila;2013-05-13;30.1;18.9;79.0;335.0
Bugalagrande;2013-05-14;28.9;19.7;88.0;301.0
La Paila;2013-05-14;29.8;19.4;87.0;355.0
Bugalagrande;2013-05-15;28.4;19.5;89.0;244.0
La Paila;2013-05-15;27.6;19.7;87.0;226.0
Bugalagrande;2013-05-16;27.2;19.0;88.0;287.0
La Paila;2013-05-16;28.9;18.9;87.0;313.0
Bugalagrande;2013-05-17;24.3;18.7;91.0;165.0
La Paila;2013-05-17;25.7;19.4;87.0;174.0
Bugalagrande;2013-05-18;30.1;17.6;80.0;452.0
La Paila;2013-05-18;30.3;18.2;78.0;458.0
Bugalagrande;2013-05-19;30.1;20.0;85.0;327.0
La Paila;2013-05-19;30.3;20.6;82.0;323.0
Bugalagrande;2013-05-20;30.1;18.7;81.0;402.0
La Paila;2013-05-20;30.1;19.0;83.0;315.0
Bugalagrande;2013-05-21;25.3;19.3;91.0;203.0
La Paila;2013-05-21;27.0;19.2;89.0;210.0
Bugalagrande;2013-05-22;29.3;19.4;84.0;349.0
La Paila;2013-05-22;29.9;19.2;83.0;356.0
Bugalagrande;2013-05-23;27.1;18.7;86.0;332.0
La Paila;2013-05-23;27.9;19.1;83.0;322.0
Bugalagrande;2013-05-24;28.7;19.2;85.0;381.0
La Paila;2013-05-24;29.2;19.5;81.0;374.0
Bugalagrande;2013-05-25;30.7;18.7;79.0;442.0
La Paila;2013-05-25;30.9;19.3;75.0;453.0
Bugalagrande;2013-05-26;30.3;19.1;82.0;372.0
La Paila;2013-05-26;29.3;19.3;81.0;320.0
Bugalagrande;2013-05-27;29.2;18.5;82.0;276.0
La Paila;2013-05-27;28.5;18.1;80.0;369.0
Bugalagrande;2013-05-28;27.3;19.4;85.0;215.0
La Paila;2013-05-28;28.1;19.6;85.0;284.0
Bugalagrande;2013-05-29;29.7;18.4;84.0;379.0
La Paila;2013-05-29;29.5;18.9;83.0;401.0
Bugalagrande;2013-05-30;28.5;18.5;82.0;327.0
La Paila;2013-05-30;29.2;19.7;79.0;308.0
Bugalagrande;2013-05-31;24.5;17.9;95.0;151.0
La Paila;2013-05-31;26.1;18.2;89.0;221.0
Bugalagrande;2013-06-01;29.4;17.5;80.0;451.0
La Paila;2013-06-01;28.8;17.1;78.0;442.0
Bugalagrande;2013-06-02;29.3;18.8;80.0;361.0
La Paila;2013-06-02;29.7;19.2;77.0;390.0
Bugalagrande;2013-06-03;30.3;17.6;79.0;423.0
La Paila;2013-06-03;30.1;17.9;76.0;381.0
Bugalagrande;2013-06-04;29.4;17.8;77.0;346.0
La Paila;2013-06-04;30.0;18.3;75.0;378.0
Bugalagrande;2013-06-05;29.0;17.7;79.0;349.0
La Paila;2013-06-05;29.4;17.6;75.0;352.0
Bugalagrande;2013-06-06;30.7;16.6;77.0;407.0
La Paila;2013-06-06;31.3;16.9;71.0;438.0
Bugalagrande;2013-06-07;28.9;18.0;79.0;324.0
La Paila;2013-06-07;29.2;18.8;74.0;291.0
Bugalagrande;2013-06-08;30.1;17.9;79.0;333.0
La Paila;2013-06-08;31.5;18.6;72.0;356.0
Bugalagrande;2013-06-09;31.7;16.7;74.0;460.0
La Paila;2013-06-09;32.2;17.4;70.0;450.0
Bugalagrande;2013-06-10;30.9;18.3;75.0;395.0
La Paila;2013-06-10;30.9;18.2;71.0;382.0
Bugalagrande;2013-06-11;29.5;19.2;81.0;325.0
La Paila;2013-06-11;29.4;19.8;76.0;314.0
Bugalagrande;2013-06-12;30.5;19.5;77.0;403.0
La Paila;2013-06-12;30.6;19.6;75.0;403.0
Bugalagrande;2013-06-13;31.5;18.4;74.0;462.0
La Paila;2013-06-13;31.6;19.0;72.0;439.0
Bugalagrande;2013-06-14;28.3;19.9;83.0;285.0
La Paila;2013-06-14;30.1;19.8;77.0;316.0
Bugalagrande;2013-06-15;29.5;19.1;79.0;369.0
La Paila;2013-06-15;30.1;18.2;77.0;371.0
Bugalagrande;2013-06-16;32.0;19.5;76.0;447.0
La Paila;2013-06-16;31.9;19.5;75.0;435.0
Bugalagrande;2013-06-17;31.3;18.9;73.0;476.0
La Paila;2013-06-17;31.3;19.4;70.0;433.0
Bugalagrande;2013-06-18;32.1;20.0;76.0;450.0
La Paila;2013-06-18;32.2;20.2;70.0;409.0
Bugalagrande;2013-06-19;29.7;20.2;77.0;323.0
La Paila;2013-06-19;30.3;20.2;73.0;346.0
Bugalagrande;2013-06-20;29.8;18.9;76.0;332.0
La Paila;2013-06-20;31.3;18.9;71.0;374.0
Bugalagrande;2013-06-21;31.7;18.0;73.0;443.0
La Paila;2013-06-21;31.1;18.0;69.0;417.0
Bugalagrande;2013-06-22;31.8;18.3;75.0;427.0
La Paila;2013-06-22;32.3;19.4;70.0;428.0
Bugalagrande;2013-06-23;31.5;19.6;75.0;406.0
La Paila;2013-06-23;32.7;19.5;71.0;385.0
Bugalagrande;2013-06-24;30.7;19.5;77.0;360.0
La Paila;2013-06-24;31.1;20.0;72.0;359.0
Bugalagrande;2013-06-25;30.4;19.4;73.0;436.0
La Paila;2013-06-25;31.0;19.4;70.0;432.0
Bugalagrande;2013-06-26;31.3;20.1;75.0;399.0
La Paila;2013-06-26;31.0;19.6;68.0;409.0
Bugalagrande;2013-06-27;30.6;19.1;84.0;260.0
La Paila;2013-06-27;29.8;20.0;76.0;266.0
Bugalagrande;2013-06-28;27.1;18.6;81.0;245.0
La Paila;2013-06-28;28.7;19.0;75.0;289.0
Bugalagrande;2013-06-29;30.3;18.7;82.0;402.0
La Paila;2013-06-29;30.0;19.4;72.0;365.0
Bugalagrande;2013-06-30;28.4;18.5;83.0;327.0
La Paila;2013-06-30;29.7;18.5;81.0;315.0
Bugalagrande;2013-07-01;29.2;17.9;85.0;378.0
La Paila;2013-07-01;30.3;17.9;83.0;330.0
Bugalagrande;2013-07-02;30.1;16.6;81.0;427.0
La Paila;2013-07-02;29.2;16.4;79.0;391.0
Bugalagrande;2013-07-03;29.5;16.9;75.0;404.0
La Paila;2013-07-03;29.2;17.4;75.0;355.0
Bugalagrande;2013-07-04;30.7;17.9;74.0;463.0
La Paila;2013-07-04;30.6;17.8;72.0;444.0
Bugalagrande;2013-07-05;29.1;18.1;77.0;416.0
La Paila;2013-07-05;29.0;18.2;76.0;379.0
Bugalagrande;2013-07-06;31.8;17.7;74.0;414.0
La Paila;2013-07-06;31.4;18.7;72.0;431.0
Bugalagrande;2013-07-07;31.8;17.1;74.0;450.0
La Paila;2013-07-07;31.2;17.8;74.0;460.0
Bugalagrande;2013-07-08;31.9;18.5;73.0;470.0
La Paila;2013-07-08;31.9;18.8;71.0;483.0
Bugalagrande;2013-07-09;30.2;17.9;73.0;361.0
La Paila;2013-07-09;31.0;18.2;73.0;368.0
Bugalagrande;2013-07-10;29.1;18.7;73.0;299.0
La Paila;2013-07-10;30.8;19.1;71.0;310.0
Bugalagrande;2013-07-11;30.5;18.4;71.0;413.0
La Paila;2013-07-11;30.9;18.6;70.0;432.0
Bugalagrande;2013-07-12;29.8;19.2;74.0;348.0
La Paila;2013-07-12;31.2;19.7;70.0;384.0
Bugalagrande;2013-07-13;31.7;17.1;73.0;445.0
La Paila;2013-07-13;31.3;17.3;72.0;445.0
Bugalagrande;2013-07-14;32.3;17.5;71.0;442.0
La Paila;2013-07-14;31.9;17.4;70.0;464.0
Bugalagrande;2013-07-15;28.5;18.5;78.0;277.0
La Paila;2013-07-15;28.5;17.9;75.0;337.0
Bugalagrande;2013-07-16;31.8;18.5;72.0;393.0
La Paila;2013-07-16;32.5;19.1;70.0;437.0
Bugalagrande;2013-07-17;31.4;18.3;70.0;378.0
La Paila;2013-07-17;31.7;18.6;69.0;378.0
Bugalagrande;2013-07-18;29.5;19.2;81.0;274.0
La Paila;2013-07-18;29.5;19.5;74.0;311.0
Bugalagrande;2013-07-19;27.8;16.7;80.0;279.0
La Paila;2013-07-19;28.9;17.4;74.0;299.0
Bugalagrande;2013-07-20;31.7;18.9;77.0;389.0
La Paila;2013-07-20;32.1;18.8;76.0;369.0
Bugalagrande;2013-07-21;32.2;18.7;73.0;474.0
La Paila;2013-07-21;31.2;19.2;72.0;434.0
Bugalagrande;2013-07-22;32.1;18.7;76.0;490.0
La Paila;2013-07-22;32.1;18.7;70.0;439.0
Bugalagrande;2013-07-23;29.5;18.9;79.0;394.0
La Paila;2013-07-23;29.6;18.2;77.0;381.0
Bugalagrande;2013-07-24;31.5;18.0;73.0;460.0
La Paila;2013-07-24;31.7;17.0;71.0;496.0
Bugalagrande;2013-07-25;33.3;16.3;70.0;488.0
La Paila;2013-07-25;33.1;16.8;68.0;496.0
Bugalagrande;2013-07-26;31.0;18.9;71.0;350.0
La Paila;2013-07-26;31.4;19.4;68.0;367.0
Bugalagrande;2013-07-27;32.2;17.0;71.0;461.0
La Paila;2013-07-27;31.8;17.1;69.0;461.0
Bugalagrande;2013-07-28;33.2;16.7;65.0;451.0
La Paila;2013-07-28;34.5;17.0;64.0;486.0
Bugalagrande;2013-07-29;33.0;17.7;67.0;485.0
La Paila;2013-07-29;33.8;17.6;63.0;491.0
Bugalagrande;2013-07-30;30.3;17.5;71.0;362.0
La Paila;2013-07-30;30.6;17.8;67.0;355.0
Bugalagrande;2013-07-31;31.7;18.5;69.0;480.0
La Paila;2013-07-31;32.6;19.3;66.0;491.0
Bugalagrande;2013-08-01;30.3;18.1;74.0;400.0
La Paila;2013-08-01;30.6;19.0;71.0;419.0
Bugalagrande;2013-08-02;31.4;19.1;72.0;454.0
La Paila;2013-08-02;31.8;19.2;71.0;448.0
Bugalagrande;2013-08-03;32.0;19.4;72.0;429.0
La Paila;2013-08-03;32.4;19.3;74.0;378.0
Bugalagrande;2013-08-04;32.3;19.2;70.0;354.0
La Paila;2013-08-04;31.7;19.1;71.0;373.0
Bugalagrande;2013-08-05;31.5;17.3;70.0;415.0
La Paila;2013-08-05;31.4;17.2;69.0;432.0
Bugalagrande;2013-08-06;32.6;18.2;75.0;386.0
La Paila;2013-08-06;32.2;18.6;73.0;414.0
Bugalagrande;2013-08-07;30.7;19.0;81.0;363.0
La Paila;2013-08-07;30.6;19.0;81.0;359.0
Bugalagrande;2013-08-08;28.0;18.6;80.0;358.0
La Paila;2013-08-08;28.2;19.2;81.0;311.0
Bugalagrande;2013-08-09;30.1;18.9;75.0;414.0
La Paila;2013-08-09;30.3;18.8;73.0;471.0
Bugalagrande;2013-08-10;29.1;19.2;77.0;387.0
La Paila;2013-08-10;28.5;19.6;74.0;347.0
Bugalagrande;2013-08-11;29.3;18.6;79.0;391.0
La Paila;2013-08-11;28.9;18.5;79.0;362.0
Bugalagrande;2013-08-12;29.6;18.5;78.0;392.0
La Paila;2013-08-12;30.1;18.9;79.0;427.0
Bugalagrande;2013-08-13;28.5;19.1;79.0;331.0
La Paila;2013-08-13;28.1;19.0;75.0;363.0
Bugalagrande;2013-08-14;32.2;18.1;73.0;489.0
La Paila;2013-08-14;31.8;17.8;70.0;489.0
Bugalagrande;2013-08-15;30.9;19.1;74.0;456.0
La Paila;2013-08-15;31.8;18.6;70.0;433.0
Bugalagrande;2013-08-16;30.9;19.7;74.0;345.0
La Paila;2013-08-16;31.7;19.2;71.0;415.0
Bugalagrande;2013-08-17;28.9;20.2;81.0;318.0
La Paila;2013-08-17;30.9;19.9;80.0;323.0
Bugalagrande;2013-08-18;30.1;19.3;82.0;413.0
La Paila;2013-08-18;30.3;19.3;79.0;384.0
Bugalagrande;2013-08-19;29.2;19.7;80.0;361.0
La Paila;2013-08-19;29.4;19.9;78.0;377.0
Bugalagrande;2013-08-20;30.5;18.3;76.0;436.0
La Paila;2013-08-20;31.6;18.5;73.0;488.0
Bugalagrande;2013-08-21;31.3;18.1;73.0;413.0
La Paila;2013-08-21;31.7;18.9;71.0;419.0
Bugalagrande;2013-08-22;30.3;19.1;73.0;364.0
La Paila;2013-08-22;30.8;19.3;71.0;367.0
Bugalagrande;2013-08-23;30.1;16.4;72.0;389.0
La Paila;2013-08-23;30.6;16.7;69.0;401.0
Bugalagrande;2013-08-24;27.9;18.1;81.0;292.0
La Paila;2013-08-24;27.2;18.2;78.0;289.0
Bugalagrande;2013-08-25;30.6;16.5;82.0;417.0
La Paila;2013-08-25;30.9;17.0;80.0;416.0
Bugalagrande;2013-08-26;29.1;19.3;79.0;404.0
La Paila;2013-08-26;29.4;18.6;77.0;425.0
Bugalagrande;2013-08-27;31.4;18.3;72.0;470.0
La Paila;2013-08-27;31.0;18.5;72.0;439.0
Bugalagrande;2013-08-28;29.0;18.7;73.0;326.0
La Paila;2013-08-28;30.5;18.8;72.0;354.0
Bugalagrande;2013-08-29;30.6;18.5;70.0;313.0
La Paila;2013-08-29;30.7;18.9;70.0;360.0
Bugalagrande;2013-08-30;31.9;16.7;65.0;453.0
La Paila;2013-08-30;32.5;17.3;64.0;476.0
Bugalagrande;2013-08-31;32.3;18.4;65.0;464.0
La Paila;2013-08-31;30.9;18.6;68.0;357.0
Bugalagrande;2013-09-01;32.5;17.3;68.0;465.0
La Paila;2013-09-01;32.0;17.4;69.0;470.0
Bugalagrande;2013-09-02;32.2;18.6;76.0;426.0
La Paila;2013-09-02;32.5;18.6;74.0;442.0
Bugalagrande;2013-09-03;30.3;18.8;72.0;404.0
La Paila;2013-09-03;30.1;18.6;71.0;481.0
Bugalagrande;2013-09-04;31.4;19.0;79.0;379.0
La Paila;2013-09-04;30.8;18.4;78.0;453.0
Bugalagrande;2013-09-05;31.9;18.0;79.0;442.0
La Paila;2013-09-05;31.8;18.1;77.0;461.0
Bugalagrande;2013-09-06;27.9;19.0;81.0;248.0
La Paila;2013-09-06;28.1;18.6;78.0;348.0
Bugalagrande;2013-09-07;31.7;18.9;75.0;437.0
La Paila;2013-09-07;31.6;19.0;73.0;481.0
Bugalagrande;2013-09-08;28.3;19.1;78.0;309.0
La Paila;2013-09-08;27.8;18.8;78.0;286.0
Bugalagrande;2013-09-09;31.3;18.1;77.0;446.0
La Paila;2013-09-09;31.6;17.9;76.0;488.0
Bugalagrande;2013-09-10;30.3;19.1;78.0;404.0
La Paila;2013-09-10;30.2;19.0;77.0;429.0
Bugalagrande;2013-09-11;28.2;18.2;80.0;296.0
La Paila;2013-09-11;29.1;19.6;75.0;430.0
Bugalagrande;2013-09-12;30.4;18.1;81.0;383.0
La Paila;2013-09-12;30.7;18.4;79.0;433.0
Bugalagrande;2013-09-13;31.1;19.0;77.0;410.0
La Paila;2013-09-13;30.9;19.7;74.0;461.0
Bugalagrande;2013-09-14;31.4;18.5;81.0;369.0
La Paila;2013-09-14;31.1;18.9;74.0;456.0
Bugalagrande;2013-09-15;32.0;19.4;81.0;366.0
La Paila;2013-09-15;31.3;19.6;73.0;412.0
Bugalagrande;2013-09-16;31.4;19.1;75.0;411.0
La Paila;2013-09-16;32.5;18.9;72.0;496.0
Bugalagrande;2013-09-17;28.7;19.2;80.0;273.0
La Paila;2013-09-17;28.8;19.4;79.0;303.0
Bugalagrande;2013-09-18;29.9;19.7;78.0;331.0
La Paila;2013-09-18;29.8;19.6;78.0;397.0
Bugalagrande;2013-09-19;30.5;19.9;77.0;353.0
La Paila;2013-09-19;30.3;19.3;76.0;385.0
Bugalagrande;2013-09-20;30.6;18.1;75.0;346.0
La Paila;2013-09-20;30.6;18.0;74.0;440.0
Bugalagrande;2013-09-21;32.1;15.7;70.0;467.0
La Paila;2013-09-21;32.7;15.8;68.0;545.0
Bugalagrande;2013-09-22;32.1;18.7;72.0;431.0
La Paila;2013-09-22;32.5;18.3;69.0;501.0
Bugalagrande;2013-09-23;32.3;18.4;70.0;464.0
La Paila;2013-09-23;33.0;19.1;69.0;546.0
Bugalagrande;2013-09-24;32.9;18.1;71.0;455.0
La Paila;2013-09-24;34.0;18.0;69.0;537.0
Bugalagrande;2013-09-25;32.5;18.5;73.0;392.0
La Paila;2013-09-25;33.1;18.7;70.0;473.0
Bugalagrande;2013-09-26;32.8;19.7;73.0;378.0
La Paila;2013-09-26;32.7;18.9;73.0;482.0
Bugalagrande;2013-09-27;32.1;19.4;78.0;368.0
La Paila;2013-09-27;32.2;18.9;79.0;491.0
Bugalagrande;2013-09-28;29.5;19.4;78.0;327.0
La Paila;2013-09-28;30.0;19.1;76.0;490.0
Bugalagrande;2013-09-29;28.1;19.9;81.0;340.0
La Paila;2013-09-29;29.2;19.8;76.0;434.0
Bugalagrande;2013-09-30;29.6;18.9;77.0;351.0
La Paila;2013-09-30;29.5;19.2;78.0;393.0
Bugalagrande;2013-10-01;31.3;17.9;74.0;378.0
La Paila;2013-10-01;30.2;18.2;75.0;451.0
Bugalagrande;2013-10-02;32.5;18.1;71.0;417.0
La Paila;2013-10-02;32.2;17.8;71.0;475.0
Bugalagrande;2013-10-03;28.5;19.1;75.0;252.0
La Paila;2013-10-03;29.4;19.9;72.0;361.0
Bugalagrande;2013-10-04;29.7;19.9;74.0;278.0
La Paila;2013-10-04;30.3;19.6;74.0;423.0
Bugalagrande;2013-10-05;32.3;18.8;71.0;460.0
La Paila;2013-10-05;32.1;18.1;71.0;522.0
Bugalagrande;2013-10-06;32.7;17.5;70.0;434.0
La Paila;2013-10-06;32.1;18.2;69.0;516.0
Bugalagrande;2013-10-07;32.0;16.7;75.0;393.0
La Paila;2013-10-07;32.2;17.7;70.0;420.0
Bugalagrande;2013-10-08;31.5;19.0;75.0;381.0
La Paila;2013-10-08;33.1;19.4;69.0;420.0
Bugalagrande;2013-10-09;32.8;17.3;70.0;419.0
La Paila;2013-10-09;33.2;17.0;67.0;517.0
Bugalagrande;2013-10-10;29.7;19.8;83.0;238.0
La Paila;2013-10-10;29.6;19.3;81.0;312.0
Bugalagrande;2013-10-11;30.5;19.4;75.0;404.0
La Paila;2013-10-11;30.1;18.8;75.0;516.0
Bugalagrande;2013-10-12;29.5;20.0;76.0;272.0
La Paila;2013-10-12;28.6;19.9;76.0;298.0
Bugalagrande;2013-10-13;30.2;19.6;80.0;344.0
La Paila;2013-10-13;30.1;19.6;79.0;416.0
Bugalagrande;2013-10-14;28.3;19.6;88.0;282.0
La Paila;2013-10-14;26.5;19.5;86.0;252.0
Bugalagrande;2013-10-15;30.1;19.3;81.0;347.0
La Paila;2013-10-15;29.9;19.0;80.0;404.0
Bugalagrande;2013-10-16;28.1;19.1;86.0;281.0
La Paila;2013-10-16;28.3;19.0;82.0;344.0
Bugalagrande;2013-10-17;29.4;19.0;83.0;325.0
La Paila;2013-10-17;28.7;19.1;78.0;376.0
Bugalagrande;2013-10-18;32.4;18.1;77.0;410.0
La Paila;2013-10-18;32.9;18.4;74.0;506.0
Bugalagrande;2013-10-19;31.7;18.4;71.0;447.0
La Paila;2013-10-19;31.7;18.1;70.0;513.0
Bugalagrande;2013-10-20;31.0;18.1;81.0;302.0
La Paila;2013-10-20;30.5;18.2;79.0;380.0
Bugalagrande;2013-10-21;28.2;19.5;85.0;264.0
La Paila;2013-10-21;27.9;19.7;86.0;284.0
Bugalagrande;2013-10-22;28.8;19.2;83.0;273.0
La Paila;2013-10-22;28.9;19.2;81.0;391.0
Bugalagrande;2013-10-23;31.5;19.3;78.0;435.0
La Paila;2013-10-23;31.0;19.3;76.0;484.0
Bugalagrande;2013-10-24;29.6;19.3;81.0;295.0
La Paila;2013-10-24;29.5;19.1;80.0;360.0
Bugalagrande;2013-10-25;30.2;18.3;77.0;345.0
La Paila;2013-10-25;30.6;18.5;74.0;420.0
Bugalagrande;2013-10-26;31.4;18.7;74.0;378.0
La Paila;2013-10-26;32.5;19.0;71.0;516.0
Bugalagrande;2013-10-27;29.6;18.4;83.0;286.0
La Paila;2013-10-27;29.9;18.8;78.0;358.0
Bugalagrande;2013-10-28;32.3;17.3;75.0;418.0
La Paila;2013-10-28;31.2;17.6;71.0;525.0
Bugalagrande;2013-10-29;30.8;18.6;81.0;293.0
La Paila;2013-10-29;31.1;18.6;77.0;387.0
Bugalagrande;2013-10-30;29.3;18.3;80.0;354.0
La Paila;2013-10-30;29.5;18.5;75.0;424.0
Bugalagrande;2013-10-31;26.3;18.9;85.0;225.0
La Paila;2013-10-31;26.7;18.6;80.0;283.0
Bugalagrande;2013-11-01;26.1;18.3;87.0;239.0
La Paila;2013-11-01;27.1;18.1;84.0;346.0
Bugalagrande;2013-11-02;27.1;17.5;82.0;312.0
La Paila;2013-11-02;27.5;17.2;77.0;329.0
Bugalagrande;2013-11-03;29.1;18.9;75.0;341.0
La Paila;2013-11-03;29.7;18.3;72.0;454.0
Bugalagrande;2013-11-04;26.9;18.6;81.0;240.0
La Paila;2013-11-04;26.8;19.3;75.0;284.0
Bugalagrande;2013-11-05;30.2;17.8;83.0;331.0
La Paila;2013-11-05;29.7;18.6;79.0;404.0
Bugalagrande;2013-11-06;29.6;17.5;85.0;343.0
La Paila;2013-11-06;30.5;17.5;81.0;440.0
Bugalagrande;2013-11-07;28.6;18.1;81.0;322.0
La Paila;2013-11-07;28.5;17.4;81.0;366.0
Bugalagrande;2013-11-08;30.3;16.7;74.0;447.0
La Paila;2013-11-08;30.3;17.0;71.0;512.0
Bugalagrande;2013-11-09;30.7;19.3;74.0;445.0
La Paila;2013-11-09;30.8;17.5;71.0;470.0
Bugalagrande;2013-11-10;29.9;19.2;78.0;386.0
La Paila;2013-11-10;29.9;19.0;77.0;452.0
Bugalagrande;2013-11-11;31.3;19.1;78.0;367.0
La Paila;2013-11-11;31.1;19.6;75.0;425.0
Bugalagrande;2013-11-12;31.6;19.7;77.0;377.0
La Paila;2013-11-12;31.0;19.0;74.0;390.0
Bugalagrande;2013-11-13;29.7;20.0;78.0;303.0
La Paila;2013-11-13;30.2;20.2;74.0;341.0
Bugalagrande;2013-11-14;30.8;18.7;77.0;302.0
La Paila;2013-11-14;30.6;19.1;75.0;342.0
Bugalagrande;2013-11-15;31.5;20.2;78.0;374.0
La Paila;2013-11-15;31.5;20.3;71.0;460.0
Bugalagrande;2013-11-16;32.4;18.4;81.0;354.0
La Paila;2013-11-16;32.7;18.8;77.0;393.0
Bugalagrande;2013-11-17;29.9;18.9;80.0;288.0
La Paila;2013-11-17;29.9;19.5;78.0;377.0
Bugalagrande;2013-11-18;29.9;19.3;79.0;338.0
La Paila;2013-11-18;30.1;20.0;78.0;408.0
Bugalagrande;2013-11-19;27.6;19.0;83.0;239.0
La Paila;2013-11-19;27.9;18.8;80.0;289.0
Bugalagrande;2013-11-20;29.8;18.5;78.0;394.0
La Paila;2013-11-20;29.7;18.4;76.0;444.0
Bugalagrande;2013-11-21;29.3;18.1;79.0;377.0
La Paila;2013-11-21;29.7;19.0;75.0;385.0
Bugalagrande;2013-11-22;29.2;18.7;79.0;346.0
La Paila;2013-11-22;28.1;18.6;79.0;334.0
Bugalagrande;2013-11-23;29.5;18.6;81.0;312.0
La Paila;2013-11-23;29.9;17.2;81.0;345.0
