HACIENDA;PLUV;Fecha;Precipitaci?n (mm);;;
Normandia - Duran;407;24/05/2024;0;;;
Normandia;408;24/05/2024;0;;;
Normandia - Estacion Drenaje;409;24/05/2024;0;;;
Morillo ;502;24/05/2024;0;;;
La Luisa 2;207;25/05/2024;0;;;
La Luisa 2;208;25/05/2024;0;;;
La Luisa 2;209;25/05/2024;0;;;
La Luisa 2;210;25/05/2024;0;;;
Zambrano;213;25/05/2024;0;;;
San Carlos;700;25/05/2024;0;;;
La Luisa 1;211;25/05/2024;0;;;
La Luisa 1;212;25/05/2024;0;;;
Lagunas ;214;25/05/2024;0;;;
Lagunas ;215;25/05/2024;0;;;
Paila Arriba;303;25/05/2024;0;;;
Riopaila La Ranchera;304;25/05/2024;0;;;
Riopaila La Pista;305;25/05/2024;0;;;
Riopaila Agricola;417;25/05/2024;0;;;
Mangos;701;25/05/2024;0;;;
Pluviometro Riopaila Agricola ;306;25/05/2024;0;;;
Venecia 1;401;25/05/2024;0;;;
Venecia 2;402;25/05/2024;0;;;
Tequendama ;412;25/05/2024;0;;;
Ukrania Venecia;414;25/05/2024;0;;;
Gertrudis ;503;25/05/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;25/05/2024;0;;;
San Nicolas;505;25/05/2024;0;;;
San Nicolas;506;25/05/2024;0;;;
Valparaiso ;307;25/05/2024;0;;;
Valparaiso ;308;25/05/2024;0;;;
Ukrania Morillo;501;25/05/2024;0;;;
Peralonso El Mateo;403;25/05/2024;0;;;
Peralonso ;404;25/05/2024;0;;;
1/2 Luna Caseta Caida ;411;25/05/2024;0;;;
Peralonso Los Chivos;405;25/05/2024;0;;;
Normandia;406;25/05/2024;0;;;
Normandia - Duran;407;25/05/2024;0;;;
Normandia;408;25/05/2024;0;;;
Normandia - Estacion Drenaje;409;25/05/2024;0;;;
Morillo ;502;25/05/2024;0;;;
La Luisa 2;207;26/05/2024;0;;;
La Luisa 2;208;26/05/2024;0;;;
La Luisa 2;209;26/05/2024;0;;;
La Luisa 2;210;26/05/2024;0;;;
Zambrano;213;26/05/2024;0;;;
San Carlos;700;26/05/2024;0;;;
La Luisa 1;211;26/05/2024;0;;;
La Luisa 1;212;26/05/2024;0;;;
Lagunas ;214;26/05/2024;0;;;
Lagunas ;215;26/05/2024;0;;;
Paila Arriba;303;26/05/2024;0;;;
Riopaila La Ranchera;304;26/05/2024;0;;;
Riopaila La Pista;305;26/05/2024;0;;;
Riopaila Agricola;417;26/05/2024;0;;;
Mangos;701;26/05/2024;0;;;
Pluviometro Riopaila Agricola ;306;26/05/2024;0;;;
Venecia 1;401;26/05/2024;0;;;
Venecia 2;402;26/05/2024;0;;;
Tequendama ;412;26/05/2024;0;;;
Ukrania Venecia;414;26/05/2024;0;;;
Gertrudis ;503;26/05/2024;9;;;
Gertrudis - Porteria La Gertrudis;504;26/05/2024;3;;;
San Nicolas;505;26/05/2024;8;;;
San Nicolas;506;26/05/2024;12;;;
Valparaiso ;307;26/05/2024;0;;;
Valparaiso ;308;26/05/2024;0;;;
Ukrania Morillo;501;26/05/2024;0;;;
Peralonso El Mateo;403;26/05/2024;0;;;
Peralonso ;404;26/05/2024;0;;;
1/2 Luna Caseta Caida ;411;26/05/2024;0;;;
Peralonso Los Chivos;405;26/05/2024;0;;;
Normandia;406;26/05/2024;0;;;
Normandia - Duran;407;26/05/2024;6;;;
Normandia;408;26/05/2024;0;;;
Normandia - Estacion Drenaje;409;26/05/2024;0;;;
Morillo ;502;26/05/2024;0;;;
La Luisa 2;207;27/05/2024;0;;;
La Luisa 2;208;27/05/2024;0;;;
La Luisa 2;209;27/05/2024;0;;;
La Luisa 2;210;27/05/2024;0;;;
Zambrano;213;27/05/2024;0;;;
San Carlos;700;27/05/2024;0;;;
La Luisa 1;211;27/05/2024;0;;;
La Luisa 1;212;27/05/2024;0;;;
Lagunas ;214;27/05/2024;0;;;
Lagunas ;215;27/05/2024;0;;;
Paila Arriba;303;27/05/2024;0;;;
Riopaila La Ranchera;304;27/05/2024;0;;;
Riopaila La Pista;305;27/05/2024;0;;;
Riopaila Agricola;417;27/05/2024;0;;;
Mangos;701;27/05/2024;0;;;
Pluviometro Riopaila Agricola ;306;27/05/2024;0;;;
Venecia 1;401;27/05/2024;0;;;
Venecia 2;402;27/05/2024;0;;;
Tequendama ;412;27/05/2024;0;;;
Ukrania Venecia;414;27/05/2024;0;;;
Gertrudis ;503;27/05/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;27/05/2024;0;;;
San Nicolas;505;27/05/2024;0;;;
San Nicolas;506;27/05/2024;0;;;
Valparaiso ;307;27/05/2024;0;;;
Valparaiso ;308;27/05/2024;0;;;
Ukrania Morillo;501;27/05/2024;0;;;
Peralonso El Mateo;403;27/05/2024;0;;;
Peralonso ;404;27/05/2024;0;;;
1/2 Luna Caseta Caida ;411;27/05/2024;0;;;
Peralonso Los Chivos;405;27/05/2024;0;;;
Normandia;406;27/05/2024;0;;;
Normandia - Duran;407;27/05/2024;0;;;
Normandia;408;27/05/2024;0;;;
Normandia - Estacion Drenaje;409;27/05/2024;0;;;
Morillo ;502;27/05/2024;0;;;
La Luisa 2;207;28/05/2024;13;;;
La Luisa 2;208;28/05/2024;20;;;
La Luisa 2;209;28/05/2024;17;;;
La Luisa 2;210;28/05/2024;15;;;
Zambrano;213;28/05/2024;8;;;
San Carlos;700;28/05/2024;11;;;
La Luisa 1;211;28/05/2024;18;;;
La Luisa 1;212;28/05/2024;22;;;
Lagunas ;214;28/05/2024;22;;;
Lagunas ;215;28/05/2024;24;;;
Paila Arriba;303;28/05/2024;14;;;
Riopaila La Ranchera;304;28/05/2024;17;;;
Riopaila La Pista;305;28/05/2024;16;;;
Riopaila Agricola;417;28/05/2024;14;;;
Mangos;701;28/05/2024;15;;;
Pluviometro Riopaila Agricola ;306;28/05/2024;15;;;
Venecia 1;401;28/05/2024;17;;;
Venecia 2;402;28/05/2024;14;;;
Tequendama ;412;28/05/2024;7;;;
Ukrania Venecia;414;28/05/2024;9;;;
Gertrudis ;503;28/05/2024;6;;;
Gertrudis - Porteria La Gertrudis;504;28/05/2024;8;;;
San Nicolas;505;28/05/2024;5;;;
San Nicolas;506;28/05/2024;6;;;
Valparaiso ;307;28/05/2024;6;;;
Valparaiso ;308;28/05/2024;12;;;
Ukrania Morillo;501;28/05/2024;4;;;
Peralonso El Mateo;403;28/05/2024;27;;;
Peralonso ;404;28/05/2024;17;;;
1/2 Luna Caseta Caida ;411;28/05/2024;6;;;
Peralonso Los Chivos;405;28/05/2024;12;;;
Normandia;406;28/05/2024;5;;;
Normandia - Duran;407;28/05/2024;6;;;
Normandia;408;28/05/2024;5;;;
Normandia - Estacion Drenaje;409;28/05/2024;9;;;
Morillo ;502;28/05/2024;6;;;
La Luisa 2;207;29/05/2024;9;;;
La Luisa 2;208;29/05/2024;12;;;
La Luisa 2;209;29/05/2024;9;;;
La Luisa 2;210;29/05/2024;7;;;
Zambrano;213;29/05/2024;6;;;
San Carlos;700;29/05/2024;8;;;
La Luisa 1;211;29/05/2024;7;;;
La Luisa 1;212;29/05/2024;10;;;
Lagunas ;214;29/05/2024;5;;;
Lagunas ;215;29/05/2024;5;;;
Paila Arriba;303;29/05/2024;11;;;
Riopaila La Ranchera;304;29/05/2024;8;;;
Riopaila La Pista;305;29/05/2024;8;;;
Riopaila Agricola;417;29/05/2024;13;;;
Mangos;701;29/05/2024;12;;;
Pluviometro Riopaila Agricola ;306;29/05/2024;11;;;
Venecia 1;401;29/05/2024;8;;;
Venecia 2;402;29/05/2024;10;;;
Tequendama ;412;29/05/2024;4;;;
Ukrania Venecia;414;29/05/2024;6;;;
Gertrudis ;503;29/05/2024;11;;;
Gertrudis - Porteria La Gertrudis;504;29/05/2024;12;;;
San Nicolas;505;29/05/2024;8;;;
San Nicolas;506;29/05/2024;5;;;
Valparaiso ;307;29/05/2024;12;;;
Valparaiso ;308;29/05/2024;5;;;
Ukrania Morillo;501;29/05/2024;14;;;
Peralonso El Mateo;403;29/05/2024;6;;;
Peralonso ;404;29/05/2024;9;;;
1/2 Luna Caseta Caida ;411;29/05/2024;6;;;
Peralonso Los Chivos;405;29/05/2024;7;;;
Normandia;406;29/05/2024;8;;;
Normandia - Duran;407;29/05/2024;8;;;
Normandia;408;29/05/2024;7;;;
Normandia - Estacion Drenaje;409;29/05/2024;9;;;
Morillo ;502;29/05/2024;7;;;
La Luisa 2;207;30/05/2024;0;;;
La Luisa 2;208;30/05/2024;0;;;
La Luisa 2;209;30/05/2024;0;;;
La Luisa 2;210;30/05/2024;0;;;
Zambrano;213;30/05/2024;0;;;
San Carlos;700;30/05/2024;0;;;
La Luisa 1;211;30/05/2024;0;;;
La Luisa 1;212;30/05/2024;0;;;
Lagunas ;214;30/05/2024;0;;;
Lagunas ;215;30/05/2024;0;;;
Paila Arriba;303;30/05/2024;0;;;
Riopaila La Ranchera;304;30/05/2024;0;;;
Riopaila La Pista;305;30/05/2024;0;;;
Riopaila Agricola;417;30/05/2024;0;;;
Mangos;701;30/05/2024;0;;;
Pluviometro Riopaila Agricola ;306;30/05/2024;0;;;
Venecia 1;401;30/05/2024;0;;;
Venecia 2;402;30/05/2024;0;;;
Tequendama ;412;30/05/2024;0;;;
Ukrania Venecia;414;30/05/2024;0;;;
Gertrudis ;503;30/05/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;30/05/2024;0;;;
San Nicolas;505;30/05/2024;0;;;
San Nicolas;506;30/05/2024;0;;;
Valparaiso ;307;30/05/2024;0;;;
Valparaiso ;308;30/05/2024;0;;;
Ukrania Morillo;501;30/05/2024;0;;;
Peralonso El Mateo;403;30/05/2024;0;;;
Peralonso ;404;30/05/2024;0;;;
1/2 Luna Caseta Caida ;411;30/05/2024;0;;;
Peralonso Los Chivos;405;30/05/2024;0;;;
Normandia;406;30/05/2024;0;;;
Normandia - Duran;407;30/05/2024;0;;;
Normandia;408;30/05/2024;0;;;
Normandia - Estacion Drenaje;409;30/05/2024;0;;;
Morillo ;502;30/05/2024;0;;;
La Luisa 2;207;31/05/2024;0;;;
La Luisa 2;208;31/05/2024;0;;;
La Luisa 2;209;31/05/2024;0;;;
La Luisa 2;210;31/05/2024;0;;;
Zambrano;213;31/05/2024;0;;;
San Carlos;700;31/05/2024;0;;;
La Luisa 1;211;31/05/2024;0;;;
La Luisa 1;212;31/05/2024;0;;;
Lagunas ;214;31/05/2024;0;;;
Lagunas ;215;31/05/2024;0;;;
Paila Arriba;303;31/05/2024;0;;;
Riopaila La Ranchera;304;31/05/2024;0;;;
Riopaila La Pista;305;31/05/2024;0;;;
Riopaila Agricola;417;31/05/2024;0;;;
Mangos;701;31/05/2024;0;;;
Pluviometro Riopaila Agricola ;306;31/05/2024;0;;;
Venecia 1;401;31/05/2024;0;;;
Venecia 2;402;31/05/2024;0;;;
Tequendama ;412;31/05/2024;0;;;
Ukrania Venecia;414;31/05/2024;0;;;
Gertrudis ;503;31/05/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;31/05/2024;0;;;
San Nicolas;505;31/05/2024;0;;;
San Nicolas;506;31/05/2024;0;;;
Valparaiso ;307;31/05/2024;0;;;
Valparaiso ;308;31/05/2024;0;;;
Ukrania Morillo;501;31/05/2024;0;;;
Peralonso El Mateo;403;31/05/2024;0;;;
Peralonso ;404;31/05/2024;0;;;
1/2 Luna Caseta Caida ;411;31/05/2024;0;;;
Peralonso Los Chivos;405;31/05/2024;0;;;
Normandia;406;31/05/2024;0;;;
Normandia - Duran;407;31/05/2024;0;;;
Normandia;408;31/05/2024;0;;;
Normandia - Estacion Drenaje;409;31/05/2024;0;;;
Morillo ;502;31/05/2024;0;;;
La Luisa 2;207;1/06/2024;0;;;
La Luisa 2;208;1/06/2024;0;;;
La Luisa 2;209;1/06/2024;0;;;
La Luisa 2;210;1/06/2024;0;;;
Zambrano;213;1/06/2024;0;;;
San Carlos;700;1/06/2024;0;;;
La Luisa 1;211;1/06/2024;0;;;
La Luisa 1;212;1/06/2024;0;;;
Lagunas ;214;1/06/2024;0;;;
Lagunas ;215;1/06/2024;0;;;
Paila Arriba;303;1/06/2024;0;;;
Riopaila La Ranchera;304;1/06/2024;0;;;
Riopaila La Pista;305;1/06/2024;0;;;
Riopaila Agricola;417;1/06/2024;0;;;
Mangos;701;1/06/2024;0;;;
Pluviometro Riopaila Agricola ;306;1/06/2024;0;;;
Venecia 1;401;1/06/2024;0;;;
Venecia 2;402;1/06/2024;0;;;
Tequendama ;412;1/06/2024;0;;;
Ukrania Venecia;414;1/06/2024;0;;;
Gertrudis ;503;1/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;1/06/2024;0;;;
San Nicolas;505;1/06/2024;0;;;
San Nicolas;506;1/06/2024;0;;;
Valparaiso ;307;1/06/2024;0;;;
Valparaiso ;308;1/06/2024;0;;;
Ukrania Morillo;501;1/06/2024;0;;;
Peralonso El Mateo;403;1/06/2024;0;;;
Peralonso ;404;1/06/2024;0;;;
1/2 Luna Caseta Caida ;411;1/06/2024;0;;;
Peralonso Los Chivos;405;1/06/2024;0;;;
Normandia;406;1/06/2024;0;;;
Normandia - Duran;407;1/06/2024;0;;;
Normandia;408;1/06/2024;0;;;
Normandia - Estacion Drenaje;409;1/06/2024;0;;;
Morillo ;502;1/06/2024;0;;;
La Luisa 2;207;2/06/2024;0;;;
La Luisa 2;208;2/06/2024;0;;;
La Luisa 2;209;2/06/2024;0;;;
La Luisa 2;210;2/06/2024;0;;;
Zambrano;213;2/06/2024;0;;;
San Carlos;700;2/06/2024;0;;;
La Luisa 1;211;2/06/2024;0;;;
La Luisa 1;212;2/06/2024;0;;;
Lagunas ;214;2/06/2024;0;;;
Lagunas ;215;2/06/2024;0;;;
Paila Arriba;303;2/06/2024;0;;;
Riopaila La Ranchera;304;2/06/2024;0;;;
Riopaila La Pista;305;2/06/2024;0;;;
Riopaila Agricola;417;2/06/2024;0;;;
Mangos;701;2/06/2024;0;;;
Pluviometro Riopaila Agricola ;306;2/06/2024;0;;;
Venecia 1;401;2/06/2024;0;;;
Venecia 2;402;2/06/2024;0;;;
Tequendama ;412;2/06/2024;0;;;
Ukrania Venecia;414;2/06/2024;0;;;
Gertrudis ;503;2/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;2/06/2024;0;;;
San Nicolas;505;2/06/2024;0;;;
San Nicolas;506;2/06/2024;0;;;
Valparaiso ;307;2/06/2024;0;;;
Valparaiso ;308;2/06/2024;0;;;
Ukrania Morillo;501;2/06/2024;0;;;
Peralonso El Mateo;403;2/06/2024;0;;;
Peralonso ;404;2/06/2024;0;;;
1/2 Luna Caseta Caida ;411;2/06/2024;0;;;
Peralonso Los Chivos;405;2/06/2024;0;;;
Normandia;406;2/06/2024;0;;;
Normandia - Duran;407;2/06/2024;0;;;
Normandia;408;2/06/2024;0;;;
Normandia - Estacion Drenaje;409;2/06/2024;0;;;
Morillo ;502;2/06/2024;0;;;
La Luisa 2;207;3/06/2024;1;;;
La Luisa 2;208;3/06/2024;6;;;
La Luisa 2;209;3/06/2024;4;;;
La Luisa 2;210;3/06/2024;2;;;
Zambrano;213;3/06/2024;0;;;
San Carlos;700;3/06/2024;7;;;
La Luisa 1;211;3/06/2024;0;;;
La Luisa 1;212;3/06/2024;0;;;
Lagunas ;214;3/06/2024;0;;;
Lagunas ;215;3/06/2024;0;;;
Paila Arriba;303;3/06/2024;2;;;
Riopaila La Ranchera;304;3/06/2024;7;;;
Riopaila La Pista;305;3/06/2024;0;;;
Riopaila Agricola;417;3/06/2024;0;;;
Mangos;701;3/06/2024;0;;;
Pluviometro Riopaila Agricola ;306;3/06/2024;0;;;
Venecia 1;401;3/06/2024;0;;;
Venecia 2;402;3/06/2024;0;;;
Tequendama ;412;3/06/2024;0;;;
Ukrania Venecia;414;3/06/2024;0;;;
Gertrudis ;503;3/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;3/06/2024;0;;;
San Nicolas;505;3/06/2024;0;;;
San Nicolas;506;3/06/2024;0;;;
Valparaiso ;307;3/06/2024;4;;;
Valparaiso ;308;3/06/2024;3;;;
Ukrania Morillo;501;3/06/2024;3;;;
Peralonso El Mateo;403;3/06/2024;0;;;
Peralonso ;404;3/06/2024;0;;;
1/2 Luna Caseta Caida ;411;3/06/2024;0;;;
Peralonso Los Chivos;405;3/06/2024;0;;;
Normandia;406;3/06/2024;0;;;
Normandia - Duran;407;3/06/2024;0;;;
Normandia;408;3/06/2024;0;;;
Normandia - Estacion Drenaje;409;3/06/2024;0;;;
Morillo ;502;3/06/2024;0;;;
La Luisa 2;207;4/06/2024;1;;;
La Luisa 2;208;4/06/2024;2;;;
La Luisa 2;209;4/06/2024;1;;;
La Luisa 2;210;4/06/2024;1;;;
Zambrano;213;4/06/2024;0;;;
San Carlos;700;4/06/2024;0;;;
La Luisa 1;211;4/06/2024;2;;;
La Luisa 1;212;4/06/2024;0;;;
Lagunas ;214;4/06/2024;2;;;
Lagunas ;215;4/06/2024;3;;;
Paila Arriba;303;4/06/2024;7;;;
Riopaila La Ranchera;304;4/06/2024;2;;;
Riopaila La Pista;305;4/06/2024;4;;;
Riopaila Agricola;417;4/06/2024;4;;;
Mangos;701;4/06/2024;8;;;
Pluviometro Riopaila Agricola ;306;4/06/2024;6;;;
Venecia 1;401;4/06/2024;5;;;
Venecia 2;402;4/06/2024;4;;;
Tequendama ;412;4/06/2024;0;;;
Ukrania Venecia;414;4/06/2024;0;;;
Gertrudis ;503;4/06/2024;6;;;
Gertrudis - Porteria La Gertrudis;504;4/06/2024;5;;;
San Nicolas;505;4/06/2024;7;;;
San Nicolas;506;4/06/2024;8;;;
Valparaiso ;307;4/06/2024;4;;;
Valparaiso ;308;4/06/2024;4;;;
Ukrania Morillo;501;4/06/2024;5;;;
Peralonso El Mateo;403;4/06/2024;0;;;
Peralonso ;404;4/06/2024;4;;;
1/2 Luna Caseta Caida ;411;4/06/2024;4;;;
Peralonso Los Chivos;405;4/06/2024;4;;;
Normandia;406;4/06/2024;5;;;
Normandia - Duran;407;4/06/2024;5;;;
Normandia;408;4/06/2024;5;;;
Normandia - Estacion Drenaje;409;4/06/2024;5;;;
Morillo ;502;4/06/2024;7;;;
La Luisa 2;207;5/06/2024;2;;;
La Luisa 2;208;5/06/2024;1;;;
La Luisa 2;209;5/06/2024;1;;;
La Luisa 2;210;5/06/2024;3;;;
Zambrano;213;5/06/2024;0;;;
San Carlos;700;5/06/2024;2;;;
La Luisa 1;211;5/06/2024;4;;;
La Luisa 1;212;5/06/2024;8;;;
Lagunas ;214;5/06/2024;4;;;
Lagunas ;215;5/06/2024;2;;;
Paila Arriba;303;5/06/2024;15;;;
Riopaila La Ranchera;304;5/06/2024;6;;;
Riopaila La Pista;305;5/06/2024;4;;;
Riopaila Agricola;417;5/06/2024;4;;;
Mangos;701;5/06/2024;15;;;
Pluviometro Riopaila Agricola ;306;5/06/2024;5;;;
Venecia 1;401;5/06/2024;12;;;
Venecia 2;402;5/06/2024;9;;;
Tequendama ;412;5/06/2024;4;;;
Ukrania Venecia;414;5/06/2024;9;;;
Gertrudis ;503;5/06/2024;8;;;
Gertrudis - Porteria La Gertrudis;504;5/06/2024;6;;;
San Nicolas;505;5/06/2024;9;;;
San Nicolas;506;5/06/2024;12;;;
Valparaiso ;307;5/06/2024;12;;;
Valparaiso ;308;5/06/2024;10;;;
Ukrania Morillo;501;5/06/2024;16;;;
Peralonso El Mateo;403;5/06/2024;6;;;
Peralonso ;404;5/06/2024;9;;;
1/2 Luna Caseta Caida ;411;5/06/2024;7;;;
Peralonso Los Chivos;405;5/06/2024;7;;;
Normandia;406;5/06/2024;10;;;
Normandia - Duran;407;5/06/2024;10;;;
Normandia;408;5/06/2024;8;;;
Normandia - Estacion Drenaje;409;5/06/2024;14;;;
Morillo ;502;5/06/2024;13;;;
La Luisa 2;207;6/06/2024;8;;;
La Luisa 2;208;6/06/2024;11;;;
La Luisa 2;209;6/06/2024;5;;;
La Luisa 2;210;6/06/2024;2;;;
Zambrano;213;6/06/2024;30;;;
San Carlos;700;6/06/2024;8;;;
La Luisa 1;211;6/06/2024;4;;;
La Luisa 1;212;6/06/2024;2;;;
Lagunas ;214;6/06/2024;2;;;
Lagunas ;215;6/06/2024;6;;;
Paila Arriba;303;6/06/2024;7;;;
Riopaila La Ranchera;304;6/06/2024;4;;;
Riopaila La Pista;305;6/06/2024;2;;;
Riopaila Agricola;417;6/06/2024;5;;;
Mangos;701;6/06/2024;5;;;
Pluviometro Riopaila Agricola ;306;6/06/2024;7;;;
Venecia 1;401;6/06/2024;0;;;
Venecia 2;402;6/06/2024;0;;;
Tequendama ;412;6/06/2024;0;;;
Ukrania Venecia;414;6/06/2024;0;;;
Gertrudis ;503;6/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;6/06/2024;0;;;
San Nicolas;505;6/06/2024;0;;;
San Nicolas;506;6/06/2024;0;;;
Valparaiso ;307;6/06/2024;0;;;
Valparaiso ;308;6/06/2024;0;;;
Ukrania Morillo;501;6/06/2024;0;;;
Peralonso El Mateo;403;6/06/2024;2;;;
Peralonso ;404;6/06/2024;0;;;
1/2 Luna Caseta Caida ;411;6/06/2024;0;;;
Peralonso Los Chivos;405;6/06/2024;0;;;
Normandia;406;6/06/2024;0;;;
Normandia - Duran;407;6/06/2024;0;;;
Normandia;408;6/06/2024;0;;;
Normandia - Estacion Drenaje;409;6/06/2024;0;;;
Morillo ;502;6/06/2024;0;;;
La Luisa 2;207;7/06/2024;0;;;
La Luisa 2;208;7/06/2024;0;;;
La Luisa 2;209;7/06/2024;0;;;
La Luisa 2;210;7/06/2024;0;;;
Zambrano;213;7/06/2024;0;;;
San Carlos;700;7/06/2024;0;;;
La Luisa 1;211;7/06/2024;0;;;
La Luisa 1;212;7/06/2024;0;;;
Lagunas ;214;7/06/2024;0;;;
Lagunas ;215;7/06/2024;0;;;
Paila Arriba;303;7/06/2024;0;;;
Riopaila La Ranchera;304;7/06/2024;0;;;
Riopaila La Pista;305;7/06/2024;0;;;
Riopaila Agricola;417;7/06/2024;0;;;
Mangos;701;7/06/2024;0;;;
Pluviometro Riopaila Agricola ;306;7/06/2024;0;;;
Venecia 1;401;7/06/2024;0;;;
Venecia 2;402;7/06/2024;0;;;
Tequendama ;412;7/06/2024;0;;;
Ukrania Venecia;414;7/06/2024;0;;;
Gertrudis ;503;7/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;7/06/2024;0;;;
San Nicolas;505;7/06/2024;0;;;
San Nicolas;506;7/06/2024;0;;;
Valparaiso ;307;7/06/2024;0;;;
Valparaiso ;308;7/06/2024;0;;;
Ukrania Morillo;501;7/06/2024;0;;;
Peralonso El Mateo;403;7/06/2024;0;;;
Peralonso ;404;7/06/2024;0;;;
1/2 Luna Caseta Caida ;411;7/06/2024;0;;;
Peralonso Los Chivos;405;7/06/2024;0;;;
Normandia;406;7/06/2024;0;;;
Normandia - Duran;407;7/06/2024;0;;;
Normandia;408;7/06/2024;0;;;
Normandia - Estacion Drenaje;409;7/06/2024;0;;;
Morillo ;502;7/06/2024;0;;;
La Luisa 2;207;8/06/2024;4;;;
La Luisa 2;208;8/06/2024;10;;;
La Luisa 2;209;8/06/2024;6;;;
La Luisa 2;210;8/06/2024;4;;;
Zambrano;213;8/06/2024;7;;;
San Carlos;700;8/06/2024;5;;;
La Luisa 1;211;8/06/2024;8;;;
La Luisa 1;212;8/06/2024;8;;;
Lagunas ;214;8/06/2024;8;;;
Lagunas ;215;8/06/2024;6;;;
Paila Arriba;303;8/06/2024;15;;;
Riopaila La Ranchera;304;8/06/2024;14;;;
Riopaila La Pista;305;8/06/2024;10;;;
Riopaila Agricola;417;8/06/2024;12;;;
Mangos;701;8/06/2024;12;;;
Pluviometro Riopaila Agricola ;306;8/06/2024;0;;;
Venecia 1;401;8/06/2024;6;;;
Venecia 2;402;8/06/2024;4;;;
Tequendama ;412;8/06/2024;3;;;
Ukrania Venecia;414;8/06/2024;0;;;
Gertrudis ;503;8/06/2024;2;;;
Gertrudis - Porteria La Gertrudis;504;8/06/2024;0;;;
San Nicolas;505;8/06/2024;3;;;
San Nicolas;506;8/06/2024;3;;;
Valparaiso ;307;8/06/2024;4;;;
Valparaiso ;308;8/06/2024;3;;;
Ukrania Morillo;501;8/06/2024;3;;;
Peralonso El Mateo;403;8/06/2024;15;;;
Peralonso ;404;8/06/2024;6;;;
1/2 Luna Caseta Caida ;411;8/06/2024;4;;;
Peralonso Los Chivos;405;8/06/2024;7;;;
Normandia;406;8/06/2024;3;;;
Normandia - Duran;407;8/06/2024;3;;;
Normandia;408;8/06/2024;2;;;
Normandia - Estacion Drenaje;409;8/06/2024;4;;;
Morillo ;502;8/06/2024;2;;;
La Luisa 2;207;9/06/2024;2;;;
La Luisa 2;208;9/06/2024;3;;;
La Luisa 2;209;9/06/2024;3;;;
La Luisa 2;210;9/06/2024;6;;;
Zambrano;213;9/06/2024;2;;;
San Carlos;700;9/06/2024;8;;;
La Luisa 1;211;9/06/2024;2;;;
La Luisa 1;212;9/06/2024;7;;;
Lagunas ;214;9/06/2024;4;;;
Lagunas ;215;9/06/2024;4;;;
Paila Arriba;303;9/06/2024;15;;;
Riopaila La Ranchera;304;9/06/2024;6;;;
Riopaila La Pista;305;9/06/2024;7;;;
Riopaila Agricola;417;9/06/2024;15;;;
Mangos;701;9/06/2024;15;;;
Pluviometro Riopaila Agricola ;306;9/06/2024;0;;;
Venecia 1;401;9/06/2024;4;;;
Venecia 2;402;9/06/2024;4;;;
Tequendama ;412;9/06/2024;3;;;
Ukrania Venecia;414;9/06/2024;2;;;
Gertrudis ;503;9/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;9/06/2024;0;;;
San Nicolas;505;9/06/2024;2;;;
San Nicolas;506;9/06/2024;0;;;
Valparaiso ;307;9/06/2024;5;;;
Valparaiso ;308;9/06/2024;2;;;
Ukrania Morillo;501;9/06/2024;4;;;
Peralonso El Mateo;403;9/06/2024;6;;;
Peralonso ;404;9/06/2024;5;;;
1/2 Luna Caseta Caida ;411;9/06/2024;3;;;
Peralonso Los Chivos;405;9/06/2024;4;;;
Normandia;406;9/06/2024;1;;;
Normandia - Duran;407;9/06/2024;2;;;
Normandia;408;9/06/2024;1;;;
Normandia - Estacion Drenaje;409;9/06/2024;2;;;
Morillo ;502;9/06/2024;2;;;
La Luisa 2;207;10/06/2024;0;;;
La Luisa 2;208;10/06/2024;1;;;
La Luisa 2;209;10/06/2024;0;;;
La Luisa 2;210;10/06/2024;0;;;
Zambrano;213;10/06/2024;0;;;
San Carlos;700;10/06/2024;0;;;
La Luisa 1;211;10/06/2024;0;;;
La Luisa 1;212;10/06/2024;0;;;
Lagunas ;214;10/06/2024;0;;;
Lagunas ;215;10/06/2024;0;;;
Paila Arriba;303;10/06/2024;0;;;
Riopaila La Ranchera;304;10/06/2024;0;;;
Riopaila La Pista;305;10/06/2024;0;;;
Riopaila Agricola;417;10/06/2024;0;;;
Mangos;701;10/06/2024;3;;;
Pluviometro Riopaila Agricola ;306;10/06/2024;15;;;
Venecia 1;401;10/06/2024;0;;;
Venecia 2;402;10/06/2024;0;;;
Tequendama ;412;10/06/2024;0;;;
Ukrania Venecia;414;10/06/2024;0;;;
Gertrudis ;503;10/06/2024;0;;;
Gertrudis - Porteria La Gertrudis;504;10/06/2024;0;;;
San Nicolas;505;10/06/2024;0;;;
San Nicolas;506;10/06/2024;0;;;
Valparaiso ;307;10/06/2024;0;;;
Valparaiso ;308;10/06/2024;0;;;
Ukrania Morillo;501;10/06/2024;0;;;
Peralonso El Mateo;403;10/06/2024;0;;;
Peralonso ;404;10/06/2024;0;;;
1/2 Luna Caseta Caida ;411;10/06/2024;0;;;
